TIME,GEO,UNIT,CATEGORY,AGE,SEX,Value,Flag and Footnotes
2013,Switzerland,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,225.7,
2013,Switzerland,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,53,
2013,Switzerland,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,38.3,
2013,Montenegro,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,14.4,
2013,Montenegro,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,12.8,
2013,Montenegro,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,5,
2013,Montenegro,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,3.4,
2013,North Macedonia,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,43.3,
2013,North Macedonia,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,40.5,
2013,North Macedonia,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,6.9,
2013,North Macedonia,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,4.1,
2013,North Macedonia,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,1,u
2013,Serbia,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,175.7,
2013,Serbia,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,164.4,
2013,Serbia,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,17.3,
2013,Serbia,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,6,u
2013,Turkey,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,1207.8,
2013,Turkey,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,1057,
2013,Turkey,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,353.8,
2013,Turkey,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,203.1,
2013,Turkey,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,52,
2014,European Union - 28 countries,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,15845.7,b
2014,European Union - 28 countries,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,13054.5,b
2014,European Union - 28 countries,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,5127.9,b
2014,European Union - 28 countries,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,2336.7,b
2014,European Union - 28 countries,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,929.7,b
2014,European Union - 15 countries (1995-2004),Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,13429.9,b
2014,European Union - 15 countries (1995-2004),Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,10926.9,b
2014,European Union - 15 countries (1995-2004),Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,4506.8,b
2014,European Union - 15 countries (1995-2004),Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,2003.9,b
2014,European Union - 15 countries (1995-2004),Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,800.7,b
2014,Euro area (19 countries),Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,10475.4,b
2014,Euro area (19 countries),Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,8550.8,b
2014,Euro area (19 countries),Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,3283.1,b
2014,Euro area (19 countries),Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,1358.4,b
2014,Euro area (19 countries),Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,530.9,b
2014,Belgium,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,412,b
2014,Belgium,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,390.6,b
2014,Belgium,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,92,b
2014,Belgium,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,70.5,b
2014,Belgium,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,24.7,b
2014,Bulgaria,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,194.5,b
2014,Bulgaria,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,178.4,b
2014,Bulgaria,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,34.5,b
2014,Bulgaria,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,18.3,b
2014,Bulgaria,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,9,b
2014,Czechia,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,248.5,b
2014,Czechia,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,196.6,b
2014,Czechia,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,87.7,b
2014,Czechia,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,35.8,b
2014,Czechia,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,16.1,b
2014,Denmark,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,222.2,b
2014,Denmark,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,172.6,b
2014,Denmark,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,79.8,b
2014,Denmark,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,30.1,b
2014,Denmark,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,13.9,b
2014,Germany (until 1990 former territory of the FRG),Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,3238.8,b
2014,Germany (until 1990 former territory of the FRG),Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,2188.2,b
2014,Germany (until 1990 former territory of the FRG),Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,1368.9,b
2014,Germany (until 1990 former territory of the FRG),Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,318.2,b
2014,Germany (until 1990 former territory of the FRG),Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,164.3,b
2014,Estonia,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,62.3,b
2014,Estonia,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,55.3,b
2014,Estonia,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,19.7,b
2014,Estonia,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,12.7,b
2014,Estonia,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,5,b
2014,Ireland,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,167.4,b
2014,Ireland,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,151.1,b
2014,Ireland,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,48.8,b
2014,Ireland,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,32.5,b
2014,Ireland,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,12.2,b
2014,Greece,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,207.3,b
2014,Greece,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,198.9,b
2014,Greece,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,26.4,b
2014,Greece,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,17.9,b
2014,Greece,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,6,b
2014,Spain,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,1153.9,b
2014,Spain,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,1100.8,b
2014,Spain,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,177.7,b
2014,Spain,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,124.6,b
2014,Spain,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,35.6,b
2014,France,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,2421.9,b
2014,France,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,2164.8,b
2014,France,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,624.1,b
2014,France,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,367,b
2014,France,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,121.4,b
2014,Croatia,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,96.6,b
2014,Croatia,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,87.8,b
2014,Croatia,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,15.5,b
2014,Croatia,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,6.8,bu
2014,Croatia,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,2.5,bu
2014,Italy,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,898.1,b
2014,Italy,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,743,b
2014,Italy,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,267.8,b
2014,Italy,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,112.7,b
2014,Italy,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,45.9,b
2014,Cyprus,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,30.9,b
2014,Cyprus,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,30.1,b
2014,Cyprus,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,6,b
2014,Cyprus,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,5.2,b
2014,Cyprus,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,1.1,bu
2014,Latvia,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,70.1,b
2014,Latvia,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,60.4,b
2014,Latvia,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,25.2,b
2014,Latvia,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,15.5,b
2014,Latvia,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,5.8,b
2014,Lithuania,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,104.2,b
2014,Lithuania,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,93.3,b
2014,Lithuania,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,36.1,b
2014,Lithuania,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,25.2,b
2014,Lithuania,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,6.5,b
2014,Luxembourg,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,18.1,b
2014,Luxembourg,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,15.5,b
2014,Luxembourg,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,5.3,b
2014,Luxembourg,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,2.6,b
2014,Luxembourg,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,0.7,bu
2014,Hungary,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,249.8,b
2014,Hungary,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,219.7,b
2014,Hungary,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,60.2,b
2014,Hungary,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,30.1,b
2014,Hungary,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,9,b
2014,Malta,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,14.1,b
2014,Malta,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,10.5,b
2014,Malta,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,7.7,b
2014,Malta,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,4.2,b
2014,Malta,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,1.9,b
2014,Netherlands,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,687.2,b
2014,Netherlands,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,530,b
2014,Netherlands,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,273.3,b
2014,Netherlands,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,116.1,b
2014,Netherlands,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,51.1,b
2014,Austria,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,390.5,b
2014,Austria,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,299.8,b
2014,Austria,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,152,b
2014,Austria,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,61.3,b
2014,Austria,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,16.9,b
2014,Poland,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,917.9,b
2014,Poland,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,807.8,b
2014,Poland,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,247.8,b
2014,Poland,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,137.7,b
2014,Poland,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,56,b
2014,Portugal,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,202.9,b
2014,Portugal,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,181.6,b
2014,Portugal,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,54.5,b
2014,Portugal,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,33.3,b
2014,Portugal,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,14.7,b
2014,Romania,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,261.8,b
2014,Romania,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,242.4,b
2014,Romania,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,48.6,b
2014,Romania,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,29.2,b
2014,Romania,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,10.1,bu
2014,Slovenia,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,50.5,b
2014,Slovenia,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,44.7,b
2014,Slovenia,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,9.5,b
2014,Slovenia,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,3.7,bu
2014,Slovenia,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,2.4,bu
2014,Slovakia,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,114.7,b
2014,Slovakia,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,100.6,b
2014,Slovakia,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,22.7,b
2014,Slovakia,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,8.5,b
2014,Slovakia,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,3.8,b
2014,Finland,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,230.5,b
2014,Finland,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,191.6,b
2014,Finland,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,65.6,b
2014,Finland,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,26.7,b
2014,Finland,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,11.1,b
2014,Sweden,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,484.9,b
2014,Sweden,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,387.6,b
2014,Sweden,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,183.3,b
2014,Sweden,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,86,b
2014,Sweden,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,29,b
2014,United Kingdom,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,2694,b
2014,United Kingdom,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,2211,b
2014,United Kingdom,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,1087.4,b
2014,United Kingdom,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,604.3,b
2014,United Kingdom,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,253.3,b
2014,Iceland,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,10.4,b
2014,Iceland,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,5.2,b
2014,Iceland,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,7.1,b
2014,Iceland,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,1.9,b
2014,Iceland,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,1.1,b
2014,Norway,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,221.8,b
2014,Norway,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,181.6,b
2014,Norway,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,87,b
2014,Norway,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,46.8,b
2014,Norway,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,17.8,b
2014,Switzerland,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,416,b
2014,Switzerland,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,246.6,b
2014,Switzerland,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,229.1,b
2014,Switzerland,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,59.7,b
2014,Switzerland,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,40.7,b
2014,Montenegro,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,13.6,b
2014,Montenegro,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,12.2,b
2014,Montenegro,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,4,b
2014,Montenegro,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,2.6,b
2014,North Macedonia,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,40,b
2014,North Macedonia,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,38.5,b
2014,North Macedonia,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,4.1,b
2014,North Macedonia,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,2.6,b
2014,North Macedonia,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,0.9,bu
2014,Serbia,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,163.7,b
2014,Serbia,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,153.4,b
2014,Serbia,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,18.8,b
2014,Serbia,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,8.5,b
2014,Serbia,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,3,bu
2014,Turkey,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,1311.4,b
2014,Turkey,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,1142.8,b
2014,Turkey,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,390.8,b
2014,Turkey,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,222.2,b
2014,Turkey,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,74.5,b
2015,European Union - 28 countries,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,16355.7,
2015,European Union - 28 countries,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,13431.9,
2015,European Union - 28 countries,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,5375.6,
2015,European Union - 28 countries,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,2451.9,
2015,European Union - 28 countries,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,992.6,
2015,European Union - 15 countries (1995-2004),Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,13922,
2015,European Union - 15 countries (1995-2004),Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,11317.1,
2015,European Union - 15 countries (1995-2004),Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,4709.9,
2015,European Union - 15 countries (1995-2004),Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,2105,
2015,European Union - 15 countries (1995-2004),Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,850.6,
2015,Euro area (19 countries),Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,10791.9,
2015,Euro area (19 countries),Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,8812.7,
2015,Euro area (19 countries),Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,3408.3,
2015,Euro area (19 countries),Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,1429,
2015,Euro area (19 countries),Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,567.7,
2015,Belgium,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,426.9,
2015,Belgium,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,402.9,
2015,Belgium,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,99.4,
2015,Belgium,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,75.5,
2015,Belgium,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,28.2,
2015,Bulgaria,Thousand,Persons with tertiary education (ISCED) and/or employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,200.5,
2015,Bulgaria,Thousand,Persons with tertiary education (ISCED),From 15 to 24 years and 65 to 74 years,Total,181.5,
2015,Bulgaria,Thousand,Persons employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,39.9,
2015,Bulgaria,Thousand,Persons with tertiary education (ISCED) and employed in science and technology,From 15 to 24 years and 65 to 74 years,Total,20.8,
2015,Bulgaria,Thousand,Scientists and engineers,From 15 to 24 years and 65 to 74 years,Total,9.9,
